OrderID,OrderDate,Region,Salesperson,Category,Product,Units,UnitPrice,Revenue,CustomerType
ORD02551,03-05-2025,West,Priya,Furniture,Table,3,143.24,429.72,Wholesale
ORD02552,03-01-2024,East,Divya,Grocery,Oil,26,1616.19,42020.94,Wholesale
ORD02553,17-03-2024,East,Rahul,Electronics,Monitor,1,674.54,674.54,Wholesale
ORD02554,20-09-2024,North,Karthik,Grocery,Sugar,10,733.33,7333.3,Retail
ORD02555,22-08-2024,East,Rahul,Grocery,Sugar,31,765.05,23716.55,Retail
ORD02556,25-08-2025,East,Sneha,Clothing,Jacket,45,314.49,14152.05,Wholesale
ORD02557,25-11-2024,North,Priya,Furniture,Chair,42,155.13,6515.46,Wholesale
ORD02558,30-08-2025,West,Sneha,Furniture,Chair,18,1301.97,23435.46,Retail
ORD02559,25-03-2024,East,Arjun,Electronics,Phone,14,1086.52,15211.28,Retail
ORD02560,12-09-2025,North,Karthik,Electronics,Laptop,45,600.1,27004.5,Retail
ORD02561,15-02-2024,North,Amit,Grocery,Sugar,46,1377.87,63382.02,Retail
ORD02562,16-06-2024,West,Rahul,Furniture,Desk,8,77.13,617.04,Wholesale
ORD02563,19-02-2024,South,Karthik,Clothing,Shirt,5,1221.24,6106.2,Wholesale
ORD02564,22-05-2025,West,Karthik,Furniture,Cabinet,32,1942.54,62161.28,Wholesale
ORD02565,06-11-2024,West,Priya,Electronics,Laptop,11,651.96,7171.56,Wholesale
ORD02566,29-05-2025,West,Rahul,Furniture,Table,44,638.08,28075.52,Retail
ORD02567,19-04-2025,West,Amit,Clothing,Shoes,26,828.96,21552.96,Retail
ORD02568,03-10-2024,West,Rahul,Electronics,Tablet,11,839.16,9230.76,Retail
ORD02569,17-02-2024,East,Amit,Electronics,Phone,44,688.92,30312.48,Wholesale
ORD02570,06-07-2024,West,Rahul,Grocery,Sugar,4,1743.19,6972.76,Wholesale
ORD02571,09-09-2025,North,Rahul,Grocery,Sugar,9,932.05,8388.45,Wholesale
ORD02572,16-03-2024,North,Divya,Furniture,Chair,44,874.75,38489,Retail
ORD02573,05-09-2025,West,Divya,Electronics,Tablet,9,1989.92,17909.28,Wholesale
ORD02574,03-09-2024,South,Amit,Grocery,Rice,43,1807.47,77721.21,Retail
ORD02575,18-08-2024,West,Divya,Grocery,Milk,35,1043.04,36506.4,Wholesale
ORD02576,16-04-2024,West,Meena,Grocery,Rice,49,464.44,22757.56,Wholesale
ORD02577,01-04-2025,North,Amit,Clothing,Jacket,19,1277.91,24280.29,Wholesale
ORD02578,18-12-2025,West,Meena,Electronics,Tablet,8,967.24,7737.92,Retail
ORD02579,04-07-2025,North,Priya,Furniture,Cabinet,37,1417.31,52440.47,Retail
ORD02580,26-06-2024,West,Priya,Clothing,Jacket,22,1955.9,43029.8,Wholesale
ORD02581,14-04-2025,East,Rahul,Furniture,Desk,46,925.02,42550.92,Retail
ORD02582,14-11-2025,South,Rahul,Furniture,Cabinet,21,148.78,3124.38,Wholesale
ORD02583,09-07-2024,West,Sneha,Electronics,Tablet,24,842.73,20225.52,Retail
ORD02584,08-11-2025,East,Sneha,Clothing,Jeans,24,1026.07,24625.68,Retail
ORD02585,03-01-2025,South,Priya,Clothing,Shirt,43,206.49,8879.07,Retail
ORD02586,01-11-2024,South,Amit,Grocery,Oil,33,1793.93,59199.69,Wholesale
ORD02587,06-04-2025,South,Arjun,Furniture,Desk,50,568.29,28414.5,Retail
ORD02588,21-07-2025,West,Karthik,Grocery,Milk,6,108.66,651.96,Retail
ORD02589,07-04-2025,North,Divya,Electronics,Monitor,10,596.02,5960.2,Retail
ORD02590,31-05-2025,West,Divya,Furniture,Cabinet,4,345.67,1382.68,Retail
ORD02591,06-01-2025,West,Sneha,Grocery,Oil,25,1358.51,33962.75,Retail
ORD02592,03-05-2024,East,Amit,Electronics,Laptop,14,676.47,9470.58,Wholesale
ORD02593,19-05-2024,South,Arjun,Electronics,Phone,1,1860.44,1860.44,Retail
ORD02594,10-02-2025,North,Meena,Furniture,Cabinet,48,569.4,27331.2,Retail
ORD02595,15-11-2024,North,Meena,Grocery,Rice,46,1221.4,56184.4,Retail
ORD02596,21-07-2025,South,Amit,Clothing,Shoes,47,1352.18,63552.46,Retail
ORD02597,20-05-2025,East,Divya,Electronics,Laptop,22,446.18,9815.96,Retail
ORD02598,02-12-2025,West,Amit,Grocery,Milk,33,785.39,25917.87,Wholesale
ORD02599,25-09-2024,South,Amit,Grocery,Oil,29,326.81,9477.49,Wholesale
ORD02600,16-01-2024,West,Karthik,Clothing,Shoes,46,684.08,31467.68,Wholesale
ORD02601,05-04-2024,South,Amit,Clothing,Jeans,36,491,17676,Wholesale
ORD02602,17-06-2025,West,Karthik,Grocery,Oil,37,1366.24,50550.88,Retail
ORD02603,03-02-2024,North,Arjun,Grocery,Milk,4,131.54,526.16,Retail
ORD02604,04-10-2024,North,Divya,Electronics,Laptop,23,1194.55,27474.65,Retail
ORD02605,12-12-2025,North,Amit,Clothing,Jacket,11,439.41,4833.51,Retail
ORD02606,15-05-2025,East,Amit,Grocery,Sugar,6,1368.32,8209.92,Retail
ORD02607,30-04-2024,North,Divya,Clothing,Jeans,46,1043.28,47990.88,Retail
ORD02608,11-06-2025,East,Rahul,Electronics,Laptop,20,818.85,16377,Wholesale
ORD02609,05-03-2025,East,Amit,Furniture,Table,1,1609.59,1609.59,Wholesale
ORD02610,14-04-2025,East,Sneha,Grocery,Milk,7,1804.38,12630.66,Wholesale
ORD02611,20-11-2025,North,Sneha,Furniture,Cabinet,45,1621.96,72988.2,Retail
ORD02612,26-01-2024,North,Sneha,Electronics,Tablet,19,1227.31,23318.89,Wholesale
ORD02613,24-11-2024,North,Rahul,Grocery,Milk,23,771.77,17750.71,Wholesale
ORD02614,21-03-2025,North,Divya,Clothing,Jacket,24,426.33,10231.92,Retail
ORD02615,27-01-2025,South,Rahul,Furniture,Chair,22,930.57,20472.54,Retail
ORD02616,24-07-2025,North,Sneha,Furniture,Cabinet,16,977.2,15635.2,Retail
ORD02617,03-11-2025,South,Amit,Furniture,Table,10,1900.32,19003.2,Retail
ORD02618,19-08-2025,West,Karthik,Grocery,Rice,31,658.95,20427.45,Retail
ORD02619,07-08-2024,North,Rahul,Electronics,Tablet,40,1949.14,77965.6,Retail
ORD02620,16-06-2024,South,Amit,Grocery,Rice,25,1731.23,43280.75,Wholesale
ORD02621,04-02-2025,West,Priya,Electronics,Laptop,26,1933.67,50275.42,Retail
ORD02622,15-05-2025,East,Amit,Clothing,Shoes,37,981.44,36313.28,Retail
ORD02623,04-02-2025,West,Sneha,Grocery,Oil,13,702.5,9132.5,Wholesale
ORD02624,07-03-2025,East,Divya,Furniture,Table,36,23.69,852.84,Wholesale
ORD02625,15-11-2024,West,Divya,Furniture,Chair,21,413.33,8679.93,Wholesale
ORD02626,20-09-2025,West,Amit,Furniture,Desk,44,1438.48,63293.12,Retail
ORD02627,19-04-2024,West,Rahul,Clothing,Jeans,7,349.17,2444.19,Retail
ORD02628,04-11-2025,South,Rahul,Electronics,Phone,30,1375.62,41268.6,Wholesale
ORD02629,30-08-2025,East,Arjun,Electronics,Monitor,5,629.28,3146.4,Retail
ORD02630,19-07-2024,West,Priya,Grocery,Milk,35,1715.19,60031.65,Retail
ORD02631,06-08-2024,North,Karthik,Grocery,Oil,34,249.58,8485.72,Retail
ORD02632,16-06-2025,South,Rahul,Grocery,Oil,36,1956.81,70445.16,Wholesale
ORD02633,19-08-2024,East,Amit,Furniture,Cabinet,49,1475.12,72280.88,Wholesale
ORD02634,29-11-2025,South,Divya,Furniture,Desk,16,690.68,11050.88,Wholesale
ORD02635,02-06-2024,North,Sneha,Grocery,Rice,50,537.59,26879.5,Retail
ORD02636,12-04-2025,East,Amit,Clothing,Jacket,25,514.66,12866.5,Retail
ORD02637,03-10-2024,North,Karthik,Grocery,Sugar,38,621.1,23601.8,Wholesale
ORD02638,18-08-2024,West,Rahul,Grocery,Milk,33,498.51,16450.83,Retail
ORD02639,17-07-2025,West,Rahul,Clothing,Jeans,6,1274.64,7647.84,Retail
ORD02640,15-11-2025,West,Sneha,Grocery,Oil,45,407.7,18346.5,Retail
ORD02641,13-06-2025,North,Arjun,Furniture,Cabinet,20,1647.94,32958.8,Retail
ORD02642,17-01-2025,East,Divya,Furniture,Desk,20,1667.75,33355,Retail
ORD02643,14-02-2024,South,Rahul,Electronics,Phone,47,1319.06,61995.82,Retail
ORD02644,12-11-2024,West,Rahul,Clothing,Shoes,30,784.42,23532.6,Retail
ORD02645,01-10-2024,South,Meena,Grocery,Oil,2,1668.53,3337.06,Wholesale
ORD02646,24-04-2025,South,Priya,Clothing,Jacket,26,817.35,21251.1,Wholesale
ORD02647,30-11-2024,East,Divya,Clothing,Shoes,11,821.8,9039.8,Wholesale
ORD02648,26-09-2025,North,Sneha,Grocery,Milk,46,121.59,5593.14,Wholesale
ORD02649,20-03-2024,West,Meena,Electronics,Laptop,16,1888.57,30217.12,Retail
ORD02650,30-10-2025,West,Priya,Grocery,Milk,32,1696.26,54280.32,Retail
ORD02651,25-07-2025,South,Priya,Electronics,Tablet,11,304.53,3349.83,Retail
ORD02652,18-12-2024,West,Priya,Clothing,Shoes,6,347.7,2086.2,Wholesale
ORD02653,07-06-2024,East,Priya,Electronics,Tablet,15,121.8,1827,Wholesale
ORD02654,03-11-2025,West,Rahul,Grocery,Sugar,26,941.45,24477.7,Wholesale
ORD02655,02-02-2025,East,Rahul,Electronics,Phone,6,1274.34,7646.04,Wholesale
ORD02656,21-12-2025,North,Priya,Electronics,Monitor,12,1867.17,22406.04,Wholesale
ORD02657,18-01-2025,North,Divya,Clothing,Jeans,30,473.92,14217.6,Retail
ORD02658,16-09-2025,West,Sneha,Grocery,Oil,40,613.67,24546.8,Retail
ORD02659,20-07-2024,South,Meena,Furniture,Desk,21,393.99,8273.79,Retail
ORD02660,01-02-2024,South,Sneha,Electronics,Tablet,22,1248.05,27457.1,Retail
ORD02661,15-11-2025,North,Priya,Furniture,Table,14,1268.77,17762.78,Wholesale
ORD02662,07-06-2024,North,Divya,Furniture,Chair,17,853.93,14516.81,Wholesale
ORD02663,21-11-2024,North,Meena,Clothing,Shirt,38,111.42,4233.96,Retail
ORD02664,31-03-2025,East,Sneha,Grocery,Rice,2,1811.02,3622.04,Retail
ORD02665,17-04-2024,South,Priya,Furniture,Chair,39,182.51,7117.89,Retail
ORD02666,10-11-2025,South,Meena,Electronics,Laptop,44,901.87,39682.28,Wholesale
ORD02667,07-05-2024,East,Divya,Furniture,Table,9,349.09,3141.81,Wholesale
ORD02668,04-07-2025,North,Karthik,Furniture,Chair,44,649.05,28558.2,Retail
ORD02669,30-08-2025,East,Priya,Grocery,Milk,28,590.79,16542.12,Wholesale
ORD02670,24-10-2025,East,Karthik,Grocery,Sugar,20,150.75,3015,Wholesale
ORD02671,13-11-2024,East,Meena,Electronics,Laptop,13,1246.9,16209.7,Wholesale
ORD02672,17-07-2025,South,Amit,Clothing,Jeans,28,1983.13,55527.64,Wholesale
ORD02673,02-10-2024,South,Meena,Furniture,Cabinet,26,1829.75,47573.5,Retail
ORD02674,22-06-2025,South,Divya,Furniture,Table,7,1493.71,10455.97,Retail
ORD02675,26-03-2025,South,Rahul,Electronics,Monitor,15,961.1,14416.5,Retail
ORD02676,16-03-2024,East,Divya,Clothing,Jeans,30,1897.99,56939.7,Wholesale
ORD02677,08-04-2025,East,Amit,Clothing,Jacket,4,365.64,1462.56,Retail
ORD02678,30-04-2024,South,Rahul,Furniture,Chair,24,1566.93,37606.32,Retail
ORD02679,16-12-2024,East,Karthik,Clothing,Shoes,6,1730.92,10385.52,Retail
ORD02680,03-02-2024,North,Sneha,Clothing,Shoes,43,946.42,40696.06,Retail
ORD02681,29-08-2025,East,Divya,Clothing,Shirt,16,220.55,3528.8,Wholesale
ORD02682,23-02-2024,East,Arjun,Furniture,Desk,50,574.7,28735,Wholesale
ORD02683,14-11-2025,West,Sneha,Electronics,Tablet,25,1611.88,40297,Wholesale
ORD02684,06-03-2024,East,Priya,Electronics,Phone,25,444.08,11102,Wholesale
ORD02685,01-08-2024,East,Meena,Grocery,Milk,7,262.68,1838.76,Retail
ORD02686,17-10-2024,West,Rahul,Furniture,Table,39,1123.69,43823.91,Retail
ORD02687,03-07-2024,East,Priya,Electronics,Monitor,27,1549.25,41829.75,Wholesale
ORD02688,30-12-2024,South,Arjun,Clothing,Shirt,17,1392.03,23664.51,Retail
ORD02689,05-01-2025,North,Divya,Furniture,Desk,17,1677.43,28516.31,Retail
ORD02690,06-04-2025,East,Karthik,Furniture,Cabinet,50,1703.49,85174.5,Wholesale
ORD02691,06-08-2024,East,Rahul,Electronics,Monitor,34,1131.82,38481.88,Retail
ORD02692,07-07-2024,South,Sneha,Furniture,Desk,7,147.59,1033.13,Wholesale
ORD02693,27-12-2025,South,Priya,Grocery,Sugar,31,1901.35,58941.85,Wholesale
ORD02694,05-11-2025,East,Sneha,Clothing,Jacket,46,45.94,2113.24,Retail
ORD02695,21-04-2024,North,Divya,Grocery,Rice,12,1917.77,23013.24,Wholesale
ORD02696,09-12-2025,South,Meena,Furniture,Cabinet,23,832.98,19158.54,Retail
ORD02697,09-03-2024,East,Amit,Grocery,Rice,22,203.76,4482.72,Wholesale
ORD02698,09-10-2024,North,Sneha,Electronics,Tablet,27,1976.7,53370.9,Retail
ORD02699,29-12-2025,West,Divya,Clothing,Jeans,47,347.81,16347.07,Wholesale
ORD02700,18-06-2024,East,Karthik,Electronics,Tablet,16,1337.35,21397.6,Retail
ORD02701,01-02-2024,West,Amit,Furniture,Chair,14,768.7,10761.8,Retail
ORD02702,17-08-2024,South,Meena,Clothing,Jeans,16,1925.33,30805.28,Retail
ORD02703,31-10-2025,East,Amit,Grocery,Milk,23,1114.16,25625.68,Wholesale
ORD02704,21-12-2025,South,Arjun,Grocery,Sugar,31,376.06,11657.86,Retail
ORD02705,16-04-2025,North,Sneha,Clothing,Jeans,39,10.53,410.67,Wholesale
ORD02706,14-05-2024,North,Amit,Electronics,Phone,13,1106.3,14381.9,Retail
ORD02707,17-03-2024,South,Rahul,Furniture,Cabinet,37,374.64,13861.68,Wholesale
ORD02708,05-12-2024,West,Meena,Grocery,Oil,1,1344.67,1344.67,Retail
ORD02709,16-08-2024,South,Amit,Grocery,Rice,28,1532.25,42903,Retail
ORD02710,25-10-2024,North,Amit,Grocery,Milk,9,801.89,7217.01,Retail
ORD02711,07-10-2024,South,Karthik,Grocery,Oil,40,1430.43,57217.2,Wholesale
ORD02712,19-12-2025,South,Sneha,Clothing,Jeans,29,628.78,18234.62,Wholesale
ORD02713,26-04-2025,West,Amit,Electronics,Tablet,18,1469.7,26454.6,Wholesale
ORD02714,29-07-2025,West,Sneha,Furniture,Table,42,1193.2,50114.4,Wholesale
ORD02715,06-08-2025,South,Sneha,Furniture,Desk,1,1636.82,1636.82,Retail
ORD02716,28-01-2024,North,Meena,Clothing,Jeans,39,1006.11,39238.29,Wholesale
ORD02717,07-05-2025,South,Rahul,Furniture,Desk,12,1006.83,12081.96,Retail
ORD02718,31-01-2025,North,Rahul,Clothing,Shirt,19,1584.2,30099.8,Retail
ORD02719,31-12-2025,North,Sneha,Clothing,Shirt,24,1088.25,26118,Retail
ORD02720,25-04-2025,South,Karthik,Furniture,Table,2,705.78,1411.56,Retail
ORD02721,24-06-2024,South,Amit,Grocery,Rice,47,1381.22,64917.34,Wholesale
ORD02722,10-07-2024,North,Divya,Furniture,Desk,16,949.88,15198.08,Retail
ORD02723,08-03-2025,South,Priya,Electronics,Phone,21,1375.75,28890.75,Retail
ORD02724,27-08-2024,South,Arjun,Grocery,Rice,40,429.85,17194,Wholesale
ORD02725,20-10-2024,North,Divya,Electronics,Monitor,17,1079.93,18358.81,Retail
ORD02726,11-04-2024,South,Priya,Grocery,Milk,3,1076.43,3229.29,Wholesale
ORD02727,05-09-2025,North,Arjun,Furniture,Chair,9,1054.45,9490.05,Wholesale
ORD02728,16-11-2025,South,Arjun,Furniture,Chair,42,1205.13,50615.46,Retail
ORD02729,20-06-2024,South,Rahul,Clothing,Jeans,16,473.64,7578.24,Retail
ORD02730,26-05-2024,South,Rahul,Furniture,Cabinet,39,1060.76,41369.64,Retail
ORD02731,11-06-2025,East,Amit,Clothing,Shirt,14,72.22,1011.08,Retail
ORD02732,17-05-2024,West,Karthik,Furniture,Cabinet,23,1522.37,35014.51,Wholesale
ORD02733,12-09-2025,West,Arjun,Grocery,Oil,38,978.49,37182.62,Retail
ORD02734,28-07-2024,South,Rahul,Electronics,Monitor,33,609.24,20104.92,Wholesale
ORD02735,17-07-2024,South,Arjun,Grocery,Oil,26,1428,37128,Wholesale
ORD02736,28-01-2025,South,Arjun,Clothing,Jeans,23,1502.66,34561.18,Retail
ORD02737,14-04-2025,East,Sneha,Furniture,Cabinet,26,1639.15,42617.9,Retail
ORD02738,15-03-2025,North,Priya,Grocery,Rice,12,1134.48,13613.76,Retail
ORD02739,15-11-2024,North,Rahul,Clothing,Shirt,24,1947.55,46741.2,Retail
ORD02740,28-12-2024,North,Divya,Clothing,Jacket,33,1248.76,41209.08,Retail
ORD02741,16-07-2024,West,Arjun,Clothing,Jeans,45,211.01,9495.45,Retail
ORD02742,04-02-2025,South,Karthik,Grocery,Oil,15,479.56,7193.4,Retail
ORD02743,29-08-2024,North,Priya,Furniture,Desk,26,1144.19,29748.94,Retail
ORD02744,09-02-2025,North,Amit,Electronics,Laptop,25,1268.27,31706.75,Retail
ORD02745,20-02-2025,East,Karthik,Grocery,Oil,11,62.01,682.11,Wholesale
ORD02746,02-08-2024,East,Priya,Furniture,Desk,32,345.98,11071.36,Retail
ORD02747,18-01-2024,South,Sneha,Grocery,Milk,41,1164.8,47756.8,Wholesale
ORD02748,01-02-2024,East,Priya,Grocery,Sugar,39,227.02,8853.78,Retail
ORD02749,31-10-2024,South,Divya,Clothing,Jeans,46,1062.27,48864.42,Wholesale
ORD02750,24-10-2024,North,Meena,Clothing,Jeans,40,1564.39,62575.6,Retail
ORD02751,01-06-2025,North,Karthik,Electronics,Tablet,28,190.98,5347.44,Retail
ORD02752,23-06-2024,West,Meena,Clothing,Shirt,1,88.74,88.74,Retail
ORD02753,05-08-2024,South,Karthik,Grocery,Milk,9,1504.21,13537.89,Wholesale
ORD02754,14-07-2025,East,Rahul,Furniture,Table,8,1190.69,9525.52,Wholesale
ORD02755,14-06-2024,North,Meena,Grocery,Oil,4,449.79,1799.16,Retail
ORD02756,24-08-2024,South,Sneha,Furniture,Chair,22,1238.82,27254.04,Wholesale
ORD02757,28-08-2025,East,Sneha,Electronics,Monitor,10,1905.92,19059.2,Wholesale
ORD02758,04-10-2025,East,Sneha,Furniture,Cabinet,32,770.8,24665.6,Retail
ORD02759,05-11-2024,West,Rahul,Clothing,Jacket,33,345.54,11402.82,Wholesale
ORD02760,25-12-2024,East,Meena,Grocery,Oil,4,1857.07,7428.28,Wholesale
ORD02761,07-09-2025,North,Rahul,Electronics,Tablet,22,1450.55,31912.1,Retail
ORD02762,25-07-2025,East,Priya,Clothing,Shoes,7,1992.49,13947.43,Retail
ORD02763,24-01-2024,West,Karthik,Grocery,Rice,13,1491.67,19391.71,Retail
ORD02764,29-11-2025,West,Karthik,Furniture,Desk,9,974.37,8769.33,Wholesale
ORD02765,03-09-2024,South,Rahul,Furniture,Table,28,1062.16,29740.48,Retail
ORD02766,01-01-2024,North,Meena,Grocery,Sugar,28,1416.37,39658.36,Retail
ORD02767,01-07-2025,North,Priya,Electronics,Tablet,33,1785.61,58925.13,Wholesale
ORD02768,20-12-2024,South,Divya,Grocery,Sugar,34,1504.59,51156.06,Retail
ORD02769,01-05-2024,East,Rahul,Clothing,Shirt,15,488.63,7329.45,Retail
ORD02770,26-01-2025,North,Divya,Furniture,Desk,43,318.06,13676.58,Retail
ORD02771,14-03-2024,South,Amit,Clothing,Shirt,18,794.6,14302.8,Retail
ORD02772,12-10-2025,North,Divya,Electronics,Phone,1,497.41,497.41,Wholesale
ORD02773,25-02-2024,East,Karthik,Electronics,Laptop,42,1142.24,47974.08,Retail
ORD02774,12-09-2025,West,Karthik,Electronics,Phone,38,1654.9,62886.2,Wholesale
ORD02775,30-04-2025,North,Arjun,Furniture,Table,29,911.43,26431.47,Retail
ORD02776,20-04-2024,South,Karthik,Furniture,Desk,28,1895.26,53067.28,Wholesale
ORD02777,02-03-2025,West,Rahul,Furniture,Cabinet,32,108.65,3476.8,Retail
ORD02778,12-06-2024,East,Rahul,Electronics,Phone,8,1054.07,8432.56,Wholesale
ORD02779,28-07-2024,East,Amit,Furniture,Chair,14,1806.91,25296.74,Retail
ORD02780,05-02-2025,South,Meena,Electronics,Monitor,13,1242.06,16146.78,Retail
ORD02781,25-11-2025,West,Arjun,Electronics,Laptop,18,76.08,1369.44,Wholesale
ORD02782,25-04-2024,North,Sneha,Clothing,Jacket,5,1108.26,5541.3,Wholesale
ORD02783,16-10-2025,South,Arjun,Grocery,Sugar,35,112.71,3944.85,Retail
ORD02784,12-01-2024,North,Rahul,Furniture,Desk,23,1575.27,36231.21,Retail
ORD02785,17-05-2024,West,Rahul,Electronics,Phone,20,1266.9,25338,Retail
ORD02786,15-09-2024,West,Sneha,Electronics,Laptop,30,892.01,26760.3,Retail
ORD02787,06-08-2024,North,Rahul,Furniture,Cabinet,31,416.71,12918.01,Retail
ORD02788,10-08-2024,East,Arjun,Clothing,Jacket,26,1626.4,42286.4,Wholesale
ORD02789,10-06-2025,West,Meena,Grocery,Oil,49,1765.34,86501.66,Retail
ORD02790,14-07-2024,North,Amit,Electronics,Monitor,25,1900.12,47503,Wholesale
ORD02791,12-08-2024,South,Sneha,Furniture,Chair,11,1422.14,15643.54,Retail
ORD02792,26-12-2024,South,Karthik,Electronics,Laptop,18,1426.35,25674.3,Retail
ORD02793,07-11-2025,East,Divya,Electronics,Laptop,32,1138.79,36441.28,Wholesale
ORD02794,11-10-2025,East,Divya,Grocery,Rice,5,613.49,3067.45,Wholesale
ORD02795,08-06-2025,North,Rahul,Grocery,Milk,27,256.95,6937.65,Wholesale
ORD02796,29-03-2024,North,Meena,Furniture,Cabinet,31,49.53,1535.43,Retail
ORD02797,09-08-2024,North,Rahul,Clothing,Shirt,32,1676.98,53663.36,Retail
ORD02798,10-05-2024,South,Divya,Clothing,Jacket,20,1369.26,27385.2,Wholesale
ORD02799,05-05-2025,West,Arjun,Grocery,Rice,4,558.68,2234.72,Retail
ORD02800,27-07-2025,South,Karthik,Grocery,Oil,10,1793.21,17932.1,Retail
ORD02801,14-11-2025,East,Arjun,Grocery,Milk,35,82,2870,Wholesale
ORD02802,14-07-2025,West,Priya,Electronics,Phone,24,1034.98,24839.52,Retail
ORD02803,20-07-2024,South,Arjun,Furniture,Cabinet,9,420.3,3782.7,Retail
ORD02804,25-06-2025,East,Divya,Furniture,Table,16,335.11,5361.76,Retail
ORD02805,22-06-2024,West,Rahul,Clothing,Shoes,37,1638.34,60618.58,Wholesale
ORD02806,10-11-2024,North,Divya,Clothing,Jacket,13,1603.65,20847.45,Retail
ORD02807,26-10-2025,South,Priya,Furniture,Cabinet,38,1061.75,40346.5,Retail
ORD02808,03-06-2025,South,Priya,Furniture,Desk,30,536.37,16091.1,Wholesale
ORD02809,14-01-2025,South,Priya,Grocery,Rice,45,635.2,28584,Wholesale
ORD02810,03-01-2025,West,Meena,Electronics,Tablet,39,1724.04,67237.56,Wholesale
ORD02811,13-09-2025,East,Rahul,Clothing,Shoes,5,1771.82,8859.1,Wholesale
ORD02812,15-10-2024,East,Priya,Furniture,Chair,35,1791.36,62697.6,Wholesale
ORD02813,27-09-2024,West,Meena,Electronics,Laptop,5,587.17,2935.85,Wholesale
ORD02814,21-03-2025,South,Karthik,Clothing,Jacket,42,1717.75,72145.5,Retail
ORD02815,08-06-2025,North,Sneha,Furniture,Table,21,517.98,10877.58,Retail
ORD02816,08-12-2025,South,Amit,Clothing,Shoes,27,1833.53,49505.31,Retail
ORD02817,19-06-2025,South,Priya,Furniture,Chair,5,883.78,4418.9,Wholesale
ORD02818,04-09-2024,West,Arjun,Clothing,Jacket,30,1388.19,41645.7,Retail
ORD02819,10-08-2025,West,Arjun,Electronics,Tablet,39,1337.36,52157.04,Retail
ORD02820,11-04-2025,East,Amit,Grocery,Rice,30,421.34,12640.2,Retail
ORD02821,08-08-2024,East,Karthik,Grocery,Oil,9,320.81,2887.29,Retail
ORD02822,10-01-2025,East,Meena,Furniture,Cabinet,32,69.31,2217.92,Wholesale
ORD02823,08-04-2024,South,Arjun,Furniture,Table,46,170.56,7845.76,Retail
ORD02824,10-02-2024,South,Amit,Clothing,Shirt,7,148.66,1040.62,Retail
ORD02825,06-09-2025,South,Karthik,Clothing,Shoes,17,264.44,4495.48,Wholesale
ORD02826,21-10-2024,North,Rahul,Clothing,Shirt,43,164.69,7081.67,Wholesale
ORD02827,18-11-2025,North,Priya,Furniture,Chair,42,150.6,6325.2,Wholesale
ORD02828,03-12-2024,South,Meena,Grocery,Oil,29,688.47,19965.63,Retail
ORD02829,02-06-2025,East,Sneha,Furniture,Table,27,247.96,6694.92,Retail
ORD02830,14-07-2024,East,Sneha,Furniture,Chair,24,1266.42,30394.08,Retail
ORD02831,14-05-2024,North,Sneha,Furniture,Cabinet,33,1103.53,36416.49,Wholesale
ORD02832,09-03-2024,North,Rahul,Electronics,Tablet,41,133.77,5484.57,Wholesale
ORD02833,16-12-2025,West,Arjun,Furniture,Desk,9,1091.19,9820.71,Wholesale
ORD02834,03-11-2024,East,Karthik,Clothing,Shoes,17,27.53,468.01,Wholesale
ORD02835,16-09-2025,North,Karthik,Electronics,Tablet,43,1085.08,46658.44,Retail
ORD02836,11-11-2024,West,Amit,Electronics,Monitor,21,1992.89,41850.69,Wholesale
ORD02837,16-07-2024,West,Divya,Grocery,Sugar,3,495.84,1487.52,Wholesale
ORD02838,21-01-2024,North,Karthik,Electronics,Monitor,39,988.87,38565.93,Retail
ORD02839,06-04-2025,North,Arjun,Furniture,Table,17,766.99,13038.83,Retail
ORD02840,28-04-2024,North,Rahul,Furniture,Table,36,1095.63,39442.68,Retail
ORD02841,04-08-2024,West,Rahul,Clothing,Jacket,24,888.18,21316.32,Retail
ORD02842,25-03-2025,East,Divya,Electronics,Laptop,42,1544.02,64848.84,Wholesale
ORD02843,24-10-2025,North,Arjun,Furniture,Chair,6,744.47,4466.82,Retail
ORD02844,17-04-2025,East,Arjun,Grocery,Rice,46,1029.29,47347.34,Wholesale
ORD02845,19-11-2025,South,Divya,Clothing,Jacket,19,1708.09,32453.71,Retail
ORD02846,22-10-2025,East,Karthik,Electronics,Laptop,37,87.94,3253.78,Retail
ORD02847,03-06-2025,South,Divya,Grocery,Rice,32,70.15,2244.8,Retail
ORD02848,18-03-2025,East,Amit,Electronics,Phone,10,275.19,2751.9,Retail
ORD02849,26-11-2024,West,Meena,Furniture,Table,2,1013.65,2027.3,Retail
ORD02850,31-08-2025,East,Meena,Furniture,Chair,39,1484.78,57906.42,Retail
ORD02851,28-01-2025,East,Sneha,Electronics,Phone,12,625.19,7502.28,Retail
ORD02852,26-02-2025,South,Arjun,Furniture,Cabinet,33,1558.23,51421.59,Retail
ORD02853,11-11-2025,South,Sneha,Electronics,Monitor,8,908.63,7269.04,Wholesale
ORD02854,10-09-2025,North,Priya,Electronics,Tablet,23,336.54,7740.42,Retail
ORD02855,10-04-2025,South,Sneha,Grocery,Sugar,21,349.96,7349.16,Wholesale
ORD02856,01-05-2024,North,Divya,Electronics,Laptop,21,1157.23,24301.83,Wholesale
ORD02857,30-11-2025,South,Arjun,Furniture,Table,25,403.61,10090.25,Retail
ORD02858,30-03-2025,East,Sneha,Furniture,Desk,39,290.87,11343.93,Wholesale
